Actor,Instances,Total_Box_Office,Total_Production_Budget,Total_Metascore,Total_IMDB_Rating
Tamara Mintz,1,145427.0,2000000.0,60.0,5.8
Jeffrey Falcon,1,146125.0,2000000.0,nan,6.4
Justin McGuire,1,146125.0,2000000.0,nan,6.4
Kim De Angelo,1,146125.0,2000000.0,nan,6.4
Paul Kaye,1,120620.0,2000000.0,56.0,7.2
Beatriz Batarda,1,120620.0,2000000.0,56.0,7.2
Kate Magowan,1,120620.0,2000000.0,56.0,7.2
Adhemar Altieri,1,89787.0,2000000.0,56.0,7.6
Greg Anderson,1,89787.0,2000000.0,56.0,7.6
Edwin Black,1,89787.0,2000000.0,56.0,7.6
Kareena Kapoor,1,55202.0,2000000.0,nan,4.8
Iain De Caestecker,1,45431.0,2000000.0,42.0,5.7
Vincent Pastore,1,37227.0,2000000.0,36.0,5.1
Louis Vanaria,1,37227.0,2000000.0,36.0,5.1
Lorenza Izzo,2,7228627.0,3000000.0,91.0,10.2
Anjul Nigam,1,35312.0,2000000.0,nan,6.7
Brighton Sharbino,1,35312.0,2000000.0,nan,6.7
Justin Whalin,1,30955.0,2000000.0,nan,3.2
Ray Griggs,1,30955.0,2000000.0,nan,3.2
John Penney,1,nan,2000000.0,nan,8.2
Brian Yuzna,1,nan,2000000.0,nan,8.2
Frank Wood,1,17896.0,2000000.0,57.0,6.0
Allegra Masters,1,nan,2000000.0,nan,6.0
Aimee McKay,1,nan,2000000.0,nan,6.0
Ashley Key,1,nan,2000000.0,nan,6.0
Tara Ellis,1,7321.0,2000000.0,65.0,6.7
Rapulana Seiphemo,1,7294.0,2000000.0,53.0,7.3
Jeffrey Sekele,1,7294.0,2000000.0,53.0,7.3
Ronnie Nyakale,1,7294.0,2000000.0,53.0,7.3
Peter Paige,1,5361.0,2000000.0,31.0,5.7
Anthony Clark,1,5361.0,2000000.0,31.0,5.7
Will Keenan,1,2436.0,2000000.0,nan,5.6
Creed Bratton,1,2436.0,2000000.0,nan,5.6
De Anna Joy Brooks,1,2436.0,2000000.0,nan,5.6
Benjamin Wilkinson,1,nan,2000000.0,33.0,6.1
Sean Rogerson,1,nan,2000000.0,33.0,6.1
Ashleigh Gryzko,1,nan,2000000.0,33.0,6.1
Sean McGinley,1,1100.0,2000000.0,55.0,6.3
Ross Noble,1,nan,2000000.0,nan,5.7
Tommy Knight,1,nan,2000000.0,nan,5.7
Eoghan McQuinn,1,nan,2000000.0,nan,5.7
Tim Ogletree,1,nan,2000000.0,9.0,3.6
Joey Oglesby,1,nan,2000000.0,9.0,3.6
Troy Ogletree,1,nan,2000000.0,9.0,3.6
Carlos Montalbán,1,nan,2000000.0,67.0,6.9
William Lee Scott,1,nan,2000000.0,nan,5.4
John Terry,1,nan,2000000.0,nan,5.4
Michael Muhney,1,nan,2000000.0,nan,4.8
Stephen Martines,1,nan,2000000.0,nan,4.8
Lew Temple,1,nan,2000000.0,nan,4.8
Keidrich Sellati,1,nan,2000000.0,nan,6.2
Maxwell Apple,1,nan,2000000.0,nan,6.2
James DiGiacomo,1,nan,2000000.0,nan,6.2
Clara Bow,1,nan,2000000.0,nan,7.6
Charles 'Buddy' Rogers,2,nan,2750000.0,nan,nan
Richard Arlen,1,nan,2000000.0,nan,7.6
Rita Hayworth,1,nan,2000000.0,nan,7.5
Everett Sloane,1,nan,2000000.0,nan,7.5
Alia Bhatt,1,529136.0,2000000.0,40.0,7.6
Durgesh Kumar,1,529136.0,2000000.0,40.0,7.6
Matt Lucas,1,nan,2000000.0,nan,6.1
Glenn Howerton,1,nan,2000000.0,nan,6.5
Steve Little,1,nan,2000000.0,nan,6.5
Richard Kiley,1,nan,2000000.0,nan,6.2
Zero Mostel,1,nan,2000000.0,nan,6.8
Phil Silvers,1,nan,2000000.0,nan,6.8
Buster Keaton,1,nan,2000000.0,nan,6.8
Eddie Vedder,1,nan,2000000.0,nan,5.3
Robert Ellis Orrall,1,nan,2000000.0,nan,5.3
Carol Connors,1,nan,2000000.0,nan,5.9
Frank Luntz,1,nan,2000000.0,nan,5.9
Bella Heathcote,1,nan,2000000.0,31.0,4.4
Helen Slater,1,nan,2000000.0,31.0,4.4
Zane Holtz,1,nan,2000000.0,nan,3.5
Glen Powell,1,nan,2000000.0,nan,3.5
Kiowa Gordon,1,nan,2000000.0,nan,3.5
Jayson Blair,1,nan,2000000.0,35.0,5.4
Sara Malakul Lane,1,nan,2000000.0,nan,3.4
Lily Brooks O'Briant,1,nan,2000000.0,nan,3.4
Trace Adkins,1,nan,2000000.0,nan,4.4
Kim Coates,2,nan,4000000.0,nan,10.600000000000001
Melvin Gregg,1,nan,2000000.0,78.0,6.2
Eddie Tavares,1,nan,2000000.0,78.0,6.2
Wes Studi,1,nan,2000000.0,nan,5.7
Fran Kranz,1,nan,2000000.0,nan,5.0
Nicky Whelan,1,nan,2000000.0,nan,5.0
Agam Darshi,1,nan,2000000.0,53.0,6.2
Stephen Lobo,1,nan,2000000.0,53.0,6.2
Robin Riker,1,nan,2000000.0,62.0,6.1
Michael V. Gazzo,1,nan,2000000.0,62.0,6.1
José Luis García-Pérez,1,1044143.0,1987650.0,65.0,7.0
Robert Paterson,1,1044143.0,1987650.0,65.0,7.0
Mike 'The Miz' Mizanin,1,nan,1950000.0,nan,5.2
Melissa Roxburgh,1,nan,1950000.0,nan,5.2
Josh Blacker,1,nan,1950000.0,nan,5.2
Matthew MacCaull,1,nan,1950000.0,nan,5.2
Cybill Shepherd,1,28262574.0,1900000.0,94.0,8.2
Ione Skye,1,4600000.0,1900000.0,73.0,6.9
Philippe Petit,1,2962242.0,1900000.0,89.0,7.7
Jean François Heckel,1,2962242.0,1900000.0,89.0,7.7
Jean-Louis Blondeau,1,2962242.0,1900000.0,89.0,7.7
Duel Farnes,1,1420578.0,1900000.0,64.0,6.2
Cory Hardrict,1,478595.0,1900000.0,nan,6.6
Craig Roberts,1,467602.0,1900000.0,76.0,7.3
Claes Bang,2,3004694.0,3400000.0,146.0,14.2
Prabhu Deva,1,222098.0,1900000.0,nan,6.3
Ganesh Acharya,1,222098.0,1900000.0,nan,6.3
Kay Kay Menon,1,222098.0,1900000.0,nan,6.3
Chloé Schmutz,1,nan,1900000.0,nan,nan
Brigitte Sy,1,nan,1900000.0,nan,nan
Marina Diaby,1,nan,1900000.0,nan,nan
Amy Matysio,1,nan,1900000.0,27.0,3.5
Michael Therriault,1,nan,1900000.0,27.0,3.5
Silambarasan Rajendar,1,nan,1900000.0,nan,4.7
Hansika Motwani,1,nan,1900000.0,nan,4.7
Santhanam,1,nan,1900000.0,nan,4.7
Aaron Abrams,1,42166.0,1850000.0,81.0,7.0
Jack Fulton,1,42166.0,1850000.0,81.0,7.0
Joanne Kelly,1,42166.0,1850000.0,81.0,7.0
Patrick Fabian,1,41034350.0,1800000.0,63.0,5.7
Iris Bahr,1,41034350.0,1800000.0,63.0,5.7
Dwight Henry,1,12795746.0,1800000.0,86.0,7.2
Levy Easterly,1,12795746.0,1800000.0,86.0,7.2
Jack Snelling,1,nan,1800000.0,nan,nan
Aidan Keys,1,nan,1800000.0,nan,nan
John McDermott,1,nan,1800000.0,nan,nan
Claude Akins,1,8844595.0,1800000.0,40.0,5.4
Natalie Trundy,1,8844595.0,1800000.0,40.0,5.4
Inger Stevens,1,11000000.0,1800000.0,62.0,7.0
Michael Harding,1,3059834.0,1800000.0,63.0,7.3
Michael Davis,1,3059834.0,1800000.0,63.0,7.3
Joshua Leonard,3,149113731.0,3900000.0,218.0,19.1
Dagmara Dominczyk,1,841733.0,1800000.0,74.0,6.2
Eric Christmas,1,nan,1800000.0,nan,6.0
Harper Roisman,1,nan,1800000.0,nan,6.0
Tom Cavanagh,1,nan,1800000.0,nan,5.3
Kathleen York,1,nan,1800000.0,nan,5.3
Lawrence Hilton-Jacobs,1,nan,1800000.0,nan,5.3
Kat Coiro,1,nan,1800000.0,nan,5.3
Jason Weaver,1,13546.0,1800000.0,nan,5.0
Andrea Brooks,1,nan,1800000.0,nan,3.4
Emily Holmes,1,nan,1800000.0,nan,3.4
Erin Pitt,1,nan,1800000.0,nan,4.5
Whitney Moore,1,nan,1800000.0,nan,3.4
Laura Cayouette,1,nan,1800000.0,nan,3.4
Peter Franzén,1,nan,1784448.0,nan,5.9
Vilma Kinnunen,1,nan,1784448.0,nan,5.9
Jaakko Ohtonen,1,nan,1784448.0,nan,5.9
Owen Holland,1,1100313.0,1780000.0,79.0,6.4
Jon Orsini,1,1100313.0,1780000.0,79.0,6.4
Angela Bettis,1,150277.0,1750000.0,58.0,6.6
Sarah Butler,1,93051.0,1750000.0,27.0,6.2
Jeff Branson,1,93051.0,1750000.0,27.0,6.2
Andrew Howard,1,93051.0,1750000.0,27.0,6.2
Chris Cleveland,1,nan,1750000.0,nan,5.1
Matthew Alan,1,nan,1750000.0,nan,5.1
Mark Hayter,1,nan,1750000.0,nan,5.1
Joanna Haartti,1,nan,1705215.0,nan,nan
Mikko Kauppila,1,nan,1705215.0,nan,nan
Erick King,1,nan,1705215.0,nan,nan
Don Murray,1,9043472.0,1700000.0,49.0,6.1
Nimrat Kaur,1,4235151.0,1700000.0,76.0,7.8
Kelly Thiebaud,1,2507201.0,1700000.0,39.0,6.0
James Denton,1,2507201.0,1700000.0,39.0,6.0
Natalie Press,1,1000915.0,1700000.0,82.0,6.7
Madeline Brewer,2,nan,2660000.0,131.0,11.2
Imogen Waterhouse,1,nan,1660000.0,60.0,5.3
Sarah Hay,1,nan,1660000.0,60.0,5.3
Deborah Kerr,1,36416.0,1650000.0,85.0,7.6
Jean Arthur,2,nan,3144000.0,nan,15.899999999999999
Kirsi Enberg,1,nan,1606057.0,nan,nan
Jaakko Hutchings,1,nan,1606057.0,nan,nan
Hugo Koivulehto,1,nan,1606057.0,nan,nan
Amie Petersen,1,6033999.0,1600000.0,nan,4.9
John Agar,2,nan,2600000.0,162.0,14.2
Allen Garfield,1,4671805.0,1600000.0,87.0,7.8
Cordell Moore,1,2595644.0,1600000.0,nan,3.7
Denise Boutte,1,2595644.0,1600000.0,nan,3.7
Debbie Doebereiner,1,145626.0,1600000.0,63.0,6.5
Omar Cowan,1,145626.0,1600000.0,63.0,6.5
Dustin James Ashley,1,145626.0,1600000.0,63.0,6.5
Revathi,1,129319.0,1600000.0,nan,4.6
Karan Sharma,1,129319.0,1600000.0,nan,4.6
Nelly Borgeaud,1,33725.0,1600000.0,nan,6.9
Jessica Szohr,1,18612.0,1600000.0,45.0,6.3
Izán Corchero,1,69136.0,1587000.0,45.0,5.4
Ann Blyth,1,nan,1577000.0,nan,5.8
Edmund Purdom,1,nan,1577000.0,nan,5.8
Rider Strong,1,21158188.0,1500000.0,56.0,5.6
Dennis Alexio,1,14697005.0,1500000.0,33.0,6.4
Dennis Chan,1,14697005.0,1500000.0,33.0,6.4
Donald Gibb,1,11806119.0,1500000.0,29.0,6.8
Leah Ayres,1,11806119.0,1500000.0,29.0,6.8
Jay Pharoah,1,7732899.0,1500000.0,63.0,6.4
Leo Fitzpatrick,1,7412216.0,1500000.0,63.0,7.0
Owen Kline,1,7372734.0,1500000.0,82.0,7.3
Jennifer Westfeldt,1,7025722.0,1500000.0,72.0,6.6
Heather Juergensen,2,7469313.0,2350000.0,129.0,13.7
Tovah Feldshuh,1,7025722.0,1500000.0,72.0,6.6
Michael Chekhov,1,nan,1500000.0,79.0,7.5
Tanner Stine,1,6424420.0,1500000.0,35.0,5.9
Evan Hofer,1,6424420.0,1500000.0,35.0,5.9
Don McKellar,1,4221036.0,1500000.0,72.0,7.0
Johnny Simmons,1,3491669.0,1500000.0,61.0,5.8
Ami Ayalon,1,2415727.0,1500000.0,91.0,7.6
Avraham Shalom,1,2415727.0,1500000.0,91.0,7.6
Avi Dichter,1,2415727.0,1500000.0,91.0,7.6
Tracey Walter,1,129000.0,1500000.0,82.0,6.9
John Getz,1,3851855.0,1500000.0,84.0,7.6
Jeff Daniel Phillips,1,779820.0,1500000.0,35.0,5.1
Rusty Joiner,1,510957.0,1500000.0,42.0,4.0
Murray Gray,1,510957.0,1500000.0,42.0,4.0
James Gaudioso,1,510957.0,1500000.0,42.0,4.0
Martin Raymond,1,418961.0,1500000.0,49.0,6.4
Summer Phoenix,1,416925.0,1500000.0,75.0,7.1
Peter Meadows,1,416925.0,1500000.0,75.0,7.1
Stephen Gevedon,1,378176.0,1500000.0,58.0,6.4
Roger Guenveur Smith,1,369129.0,1500000.0,48.0,6.6
Joel Torre,1,184705.0,1500000.0,63.0,6.4
Joel David Moore,1,175281.0,1500000.0,57.0,5.6
Grace Thorsen,1,173066.0,1500000.0,36.0,6.1
Taylor Sharpe,1,173066.0,1500000.0,36.0,6.1
Martin Compston,1,166980.0,1500000.0,65.0,6.7
Paulette Goddard,1,163577.0,1500000.0,96.0,8.5
Henry Bergman,1,163577.0,1500000.0,96.0,8.5
Darrin Dewitt Henson,1,139084.0,1500000.0,26.0,4.0
Kym Whitley,1,139084.0,1500000.0,26.0,4.0
Amara Balthrop-Lewis,1,134736.0,1500000.0,36.0,6.5
Adam Carolla,2,556760.0,2350000.0,107.0,13.1
Dina Korzun,1,75828.0,1500000.0,74.0,6.1
Darren E. Burrows,1,75828.0,1500000.0,74.0,6.1
Lisa Houle,1,3865.0,1500000.0,54.0,6.5
Georgina Reilly,2,5497.0,2900000.0,111.0,12.2
Angela Sarafyan,1,2105.0,1500000.0,nan,5.6
Jaime Zevallos,1,2105.0,1500000.0,nan,5.6
Sean Nateghi,1,2105.0,1500000.0,nan,5.6
Ambyr Childers,1,264.0,1500000.0,nan,4.3
Toby Hemingway,1,264.0,1500000.0,nan,4.3
Morgana O'Reilly,1,nan,1500000.0,76.0,6.7
Glen-Paul Waru,1,nan,1500000.0,76.0,6.7
Jafiey,1,nan,1500000.0,nan,7.0
Ali Zafar,1,nan,1500000.0,nan,7.0
Maya Ali,1,nan,1500000.0,nan,7.0
Lee Scott,1,nan,1500000.0,71.0,6.8
Don Hunter,1,nan,1500000.0,71.0,6.8
Jon Hunter,1,nan,1500000.0,71.0,6.8
Harry Lloyd,1,nan,1500000.0,47.0,6.7
Sarah Lind,1,nan,1500000.0,nan,6.5
Jim Byrnes,1,nan,1500000.0,nan,6.5
Sandi Patty,1,nan,1500000.0,nan,3.4
Renee Props,1,nan,1500000.0,nan,6.1
Holly Deveaux,1,nan,1500000.0,nan,2.8
Ashanti,1,nan,1500000.0,nan,2.8
Jason Cermak,1,nan,1500000.0,nan,2.8
Sadie Seelert,1,nan,1500000.0,42.0,3.0
Haley Murphy,1,nan,1500000.0,42.0,3.0
Bridget McGarry,1,nan,1500000.0,42.0,3.0
Harsh Beniwal,1,nan,1500000.0,nan,8.0
Mohit Chhikara,1,nan,1500000.0,nan,8.0
Aditya Paul,1,nan,1500000.0,nan,8.0
Adriana Caselotti,1,184925486.0,1488000.0,96.0,7.6
Harry Stockwell,1,184925486.0,1488000.0,96.0,7.6
Lucille La Verne,1,184925486.0,1488000.0,96.0,7.6
Brigitte Bardot,1,nan,1455000.0,51.0,5.6
Outi Mäenpää,1,nan,1450175.0,nan,4.0
Mikko Leppilampi,1,nan,1450175.0,nan,4.0
Matleena Kuusniemi,1,nan,1450175.0,nan,4.0
Sergio Cabrera,1,nan,1400000.0,nan,nan
Cristina Gallego,1,nan,1400000.0,nan,nan
Luis Fernando Hoyos,1,nan,1400000.0,nan,nan
Günes Sensoy,1,845464.0,1400000.0,83.0,7.6
Doga Zeynep Doguslu,1,845464.0,1400000.0,83.0,7.6
Tugba Sunguroglu,1,845464.0,1400000.0,83.0,7.6
Mercedes Morán,1,304124.0,1400000.0,77.0,6.7
Carlos Belloso,1,304124.0,1400000.0,77.0,6.7
Alejandro Urdapilleta,1,304124.0,1400000.0,77.0,6.7
Werner Herzog,1,37493.0,1400000.0,62.0,6.5
Kitana Baker,1,37493.0,1400000.0,62.0,6.5
Gabriel Beristain,1,37493.0,1400000.0,62.0,6.5
Thure Lindhardt,1,1632.0,1400000.0,57.0,5.7
Dylan Smith,1,1632.0,1400000.0,57.0,5.7
Michael Landes,1,nan,1400000.0,nan,5.7
Elina Abai Kyzy,1,nan,1400000.0,nan,6.4
Nasira Mambetova,1,nan,1400000.0,nan,6.4
Jamal Seidakmatova,1,nan,1400000.0,nan,6.4
James Aaron Oliver,1,nan,1400000.0,nan,5.5
Jonathan Mangum,1,nan,1400000.0,nan,5.5
Alison Raimondi,1,nan,1400000.0,nan,5.5
Adam West,1,nan,1377800.0,71.0,6.5
Burt Ward,1,nan,1377800.0,71.0,6.5
Lee Meriwether,1,nan,1377800.0,71.0,6.5
Dexter Fletcher,1,3753929.0,1350000.0,66.0,8.1
Nick Moran,1,3753929.0,1350000.0,66.0,8.1
James Gammon,1,nan,1305000.0,nan,7.0
Jeanette MacDonald,1,nan,1300000.0,nan,7.2
Carol Kane,1,749741.0,1300000.0,76.0,7.1
Mark Boone Junior,1,749741.0,1300000.0,76.0,7.1
Sasha Grey,1,695840.0,1300000.0,66.0,5.5
Chris Santos,1,695840.0,1300000.0,66.0,5.5
Philip Eytan,1,695840.0,1300000.0,66.0,5.5
Kieu Chinh,1,641039.0,1300000.0,70.0,7.2
Long Nguyen,2,728303.0,1600000.0,nan,13.7
Diem Lien,1,641039.0,1300000.0,70.0,7.2
Robert Burke,1,367098.0,1300000.0,53.0,6.5
Robert Taylor,1,nan,1300000.0,nan,6.9
James Whitmore,1,nan,1300000.0,nan,6.9
Bartosz Bielenia,1,127240.0,1300000.0,77.0,7.7
Aleksandra Konieczna,1,127240.0,1300000.0,77.0,7.7
Eliza Rycembel,2,nan,1500000.0,nan,12.8
Uday Chopra,1,111551.0,1300000.0,nan,3.2
Tanishaa Mukerji,1,111551.0,1300000.0,nan,3.2
Andy Dick,1,82157.0,1300000.0,41.0,6.1
Cees Geel,1,4055.0,1300000.0,59.0,7.8
Marcel Hensema,1,4055.0,1300000.0,59.0,7.8
Rifka Lodeizen,1,4055.0,1300000.0,59.0,7.8
Shane Johnson,1,nan,1300000.0,34.0,5.7
Ella Anderson,1,nan,1300000.0,34.0,5.7
Cara Pifko,1,nan,1300000.0,34.0,5.7
Cody Linley,1,nan,1300000.0,nan,5.1
Brie Gabrielle,1,nan,1300000.0,nan,5.1
Ben Youcef,1,nan,1300000.0,nan,5.6
Candice Coke,1,nan,1300000.0,nan,5.6
Harry Lennix,1,nan,1300000.0,nan,5.6
Joan Fontaine,1,nan,1288000.0,86.0,8.1
Amy Steel,1,21722776.0,1250000.0,26.0,6.1
John Furey,1,21722776.0,1250000.0,26.0,6.1
Ray Milland,1,nan,1250000.0,nan,7.9
Jane Wyman,1,nan,1250000.0,nan,7.9
Phillip Terry,1,nan,1250000.0,nan,7.9
Christopher Curry,1,4654423.0,1250000.0,57.0,5.6
Jenni Rivera,1,2850357.0,1250000.0,57.0,5.6
Jean Peters,1,nan,1250000.0,70.0,7.0
Vivien Turzó,1,nan,1250000.0,nan,4.9
Bence Kovács,1,nan,1250000.0,nan,4.9
Kata Tábori,1,nan,1250000.0,nan,4.9
Walter Pidgeon,1,nan,1250000.0,88.0,7.7
Maureen O'Hara,1,nan,1250000.0,88.0,7.7
Anna Lee,1,nan,1250000.0,88.0,7.7
Stephen Tyrone Williams,1,nan,1250000.0,52.0,4.5
Zaraah Abrahams,1,nan,1250000.0,52.0,4.5
André Vippolis,1,18492362.0,1200000.0,48.0,7.0
Naseeruddin Shah,1,13885966.0,1200000.0,77.0,7.3
Lillete Dubey,1,13885966.0,1200000.0,77.0,7.3
Farley Granger,1,26597.0,1200000.0,88.0,7.9
Robert Walker,1,26597.0,1200000.0,88.0,7.9
Ruth Roman,1,26597.0,1200000.0,88.0,7.9
Edmund Gwenn,1,nan,1200000.0,74.0,7.0
Scott Elrod,1,2861020.0,1200000.0,nan,5.9
Dorian Brown Pham,1,2861020.0,1200000.0,nan,5.9
Charles Henry Wyson,1,2861020.0,1200000.0,nan,5.9
Anthony Quayle,1,nan,1200000.0,83.0,7.4
Shirley Temple,1,nan,1200000.0,nan,6.2
Spring Byington,1,nan,1200000.0,nan,6.2
Nigel Bruce,1,nan,1200000.0,nan,6.2
Marshall Allman,1,595018.0,1200000.0,48.0,5.8
Tania Raymonde,1,595018.0,1200000.0,48.0,5.8
Heeba Shah,1,nan,1200000.0,nan,6.5
Ashwin Shukla,1,nan,1200000.0,nan,6.5
William Kerwin,1,nan,1200000.0,nan,5.0
Mal Arnold,1,nan,1200000.0,nan,5.0
Connie Mason,1,nan,1200000.0,nan,5.0
Ashley Schneider,1,nan,1200000.0,nan,3.7
Errol Flynn,1,nan,1200000.0,nan,7.0
Olivia de Havilland,1,nan,1200000.0,nan,7.0
Patric Knowles,1,nan,1200000.0,nan,7.0
Javier Gutiérrez,1,nan,1200000.0,nan,6.2
Luis Callejo,1,nan,1200000.0,nan,6.2
Mittita Barber,1,nan,1200000.0,nan,3.8
Aslam Husain,1,nan,1200000.0,nan,3.8
Victor Zinck Jr.,1,nan,1200000.0,nan,3.8
Shane McDermott,1,2850263.0,1200000.0,28.0,6.2
Brittney Powell,1,2850263.0,1200000.0,28.0,6.2
Claudia Black,1,nan,1200000.0,nan,7.3
Tara Strong,1,nan,1200000.0,nan,7.3
Ron Glass,1,nan,1200000.0,nan,7.3
Godfrey Cambridge,1,nan,1200000.0,nan,6.5
Raymond St. Jacques,1,nan,1200000.0,nan,6.5
Calvin Lockhart,1,nan,1200000.0,nan,6.5
Gianni Capaldi,1,nan,1200000.0,nan,4.3
Enzo Cilenti,1,nan,1200000.0,nan,4.3
Teuira Shanti Napa,1,nan,1200000.0,nan,5.3
Ricky Sua'ava,1,nan,1200000.0,nan,5.3
Shane Harper,1,60755732.0,1150000.0,16.0,4.6
John Francis Daley,1,16124543.0,1125000.0,30.0,6.7
Gary Stretch,1,6408.0,1125000.0,52.0,7.6
Cassandra Magrath,1,16188180.0,1100000.0,54.0,6.2
Kestie Morassi,1,16188180.0,1100000.0,54.0,6.2
Pumwaree Yodkamol,1,4563167.0,1100000.0,69.0,7.1
Tom Waits,2,1881833.0,2100000.0,137.0,14.9
John Lurie,1,1435668.0,1100000.0,75.0,7.7
Roberto Benigni,1,1435668.0,1100000.0,75.0,7.7
Chistopher Codam,1,nan,1100000.0,nan,nan
Josefine Kallehave,1,nan,1100000.0,nan,nan
Eva Bourne,1,56491.0,1100000.0,49.0,5.9
Michael J Rogers,1,56491.0,1100000.0,49.0,5.9
Scott Hylands,1,56491.0,1100000.0,49.0,5.9
Wei-Qiang Zhang,1,55365.0,1100000.0,84.0,6.9
Tara Birtwhistle,1,55365.0,1100000.0,84.0,6.9
David Moroni,1,55365.0,1100000.0,84.0,6.9
Cliff Potts,1,nan,1100000.0,67.0,6.6
Ron Rifkin,1,nan,1100000.0,67.0,6.6
Frank Rautenbach,1,nan,1100000.0,nan,6.7
Jeanne Neilson,1,nan,1100000.0,nan,6.7
Hamilton Dlamini,1,nan,1100000.0,nan,6.7
Rosie Traynor,1,nan,1100000.0,nan,6.3
David Pledger,1,nan,1100000.0,nan,6.3
Martin Sharpe,1,nan,1100000.0,nan,6.3
Matthew R. Anderson,1,nan,1100000.0,nan,3.0
Spice Williams-Crosby,1,nan,1100000.0,nan,3.0
Piero Maggiò,1,nan,1100000.0,nan,2.6
Joe Marino,1,nan,1100000.0,nan,2.6
Anella Vastola,1,nan,1100000.0,nan,2.6
Prem Chopra,1,nan,1070000.0,nan,7.5
Mukesh S. Bhatt,1,nan,1070000.0,nan,7.5
Paul Henreid,1,4219709.0,1039000.0,100.0,8.5
Burt Young,1,117235147.0,1000000.0,70.0,8.1
Fernanda Andrade,1,53261944.0,1000000.0,18.0,4.2
Simon Quarterman,1,53261944.0,1000000.0,18.0,4.2
Evan Helmuth,1,53261944.0,1000000.0,18.0,4.2
Susannah York,1,nan,1000000.0,77.0,6.4
George Devine,1,nan,1000000.0,77.0,6.4
Heather Sossaman,1,32482090.0,1000000.0,59.0,5.6
Matthew Bohrer,1,32482090.0,1000000.0,59.0,5.6
Courtney Halverson,1,32482090.0,1000000.0,59.0,5.6
Al Gore,2,27642956.0,2000000.0,143.0,14.0
Billy West,1,24146161.0,1000000.0,75.0,7.4
George Bush,1,24146161.0,1000000.0,75.0,7.4
Joe Swanberg,1,18494006.0,1000000.0,66.0,6.6
AJ Bowen,1,18494006.0,1000000.0,66.0,6.6
Jonathan Sadowski,1,18119640.0,1000000.0,nan,5.0
Dee Wallace,1,17985893.0,1000000.0,68.0,6.5
Patrick Macnee,1,17985893.0,1000000.0,68.0,6.5
Dennis Dugan,1,17985893.0,1000000.0,68.0,6.5
Ursula Andress,1,16067035.0,1000000.0,78.0,7.2
Bernard Lee,1,16067035.0,1000000.0,78.0,7.2
Andrew Robinson,1,14564027.0,1000000.0,56.0,6.9
Clare Higgins,1,14564027.0,1000000.0,56.0,6.9
Ashley Laurence,1,14564027.0,1000000.0,56.0,6.9
Max Greenfield,1,14444999.0,1000000.0,63.0,6.6
Tyne Daly,1,14444999.0,1000000.0,63.0,6.6
Lindy Booth,1,10047674.0,1000000.0,39.0,5.8
Jared Padalecki,1,10047674.0,1000000.0,39.0,5.8
Takehiro Murata,1,10037390.0,1000000.0,41.0,6.0
Hiroshi Abe,1,10037390.0,1000000.0,41.0,6.0
Naomi Nishida,1,10037390.0,1000000.0,41.0,6.0
John Doman,1,9706328.0,1000000.0,81.0,7.3
Dolly Read,1,nan,1000000.0,60.0,6.1
Cynthia Myers,1,nan,1000000.0,60.0,6.1
Marcia McBroom,1,nan,1000000.0,60.0,6.1
Richard Egan,1,nan,1000000.0,nan,6.2
Debra Paget,1,nan,1000000.0,nan,6.2
Elvis Presley,1,nan,1000000.0,nan,6.2
Colin Woodell,1,8866745.0,1000000.0,53.0,6.0
Stephanie Nogueras,1,8866745.0,1000000.0,53.0,6.0
Betty Gabriel,1,8866745.0,1000000.0,53.0,6.0
Adele Mara,1,nan,1000000.0,75.0,7.0
Ariel Levy,1,7192291.0,1000000.0,38.0,5.3
Aaron Burns,1,7192291.0,1000000.0,38.0,5.3
James Baldwin,1,7123919.0,1000000.0,95.0,7.9
Martin Luther King,1,7123919.0,1000000.0,95.0,7.9
Mick Jagger,1,5505267.0,1000000.0,76.0,7.1
Keith Richards,1,5505267.0,1000000.0,76.0,7.1
Charlie Watts,1,5505267.0,1000000.0,76.0,7.1
Rachel Hendrix,1,5357328.0,1000000.0,32.0,6.6
Jason Burkey,1,5357328.0,1000000.0,32.0,6.6
John Schneider,2,5454062.0,2000000.0,nan,11.899999999999999
Darlene Love,1,4946445.0,1000000.0,83.0,7.4
Merry Clayton,1,4946445.0,1000000.0,83.0,7.4
Lisa Fischer,1,4946445.0,1000000.0,83.0,7.4
Michael Pollan,1,4417674.0,1000000.0,80.0,7.8
Eric Schlosser,1,4417674.0,1000000.0,80.0,7.8
Richard Lobb,1,4417674.0,1000000.0,80.0,7.8
Cory Booker,1,3496795.0,1000000.0,68.0,6.6
Alan Gelfant,1,3395581.0,1000000.0,71.0,6.6
Jenny Slate,1,3123963.0,1000000.0,76.0,6.7
David Kuhn,1,2678691.0,1000000.0,80.0,6.9
Misty Upham,1,2511476.0,1000000.0,82.0,7.1
Charlie McDermott,1,2511476.0,1000000.0,82.0,7.1
Penny Balfour,1,2402652.0,1000000.0,49.0,6.4
Natasha Gregson Wagner,2,2100146.0,1300000.0,nan,11.0
Dean Cain,1,1746585.0,1000000.0,51.0,6.9
Gavin MacLeod,2,2661043.0,1825000.0,nan,12.0
Jansen Panettiere,1,1355079.0,1000000.0,nan,6.8
Robert Guillaume,1,1355079.0,1000000.0,nan,6.8
Amy Braverman,1,1287480.0,1000000.0,67.0,6.7
Bob Ivy,1,1239183.0,1000000.0,57.0,6.9
